,AREA_KM,AREA_KM,AREA_KM,AREA_KM,AREA_KM,AREA_KM,PERIM_KM,PERIM_KM,PERIM_KM,PERIM_KM,PERIM_KM,PERIM_KM
,count,mean,median,std,min,max,count,mean,median,std,min,max
CLASSE,,,,,,,,,,,,
OIL SPILL,349,0.6823728407609304,0.202135701152,1.981442271067811,0.0101250711967,25.1718733501,349,12.379549357401952,5.54322762497,24.984793042158607,0.852357189762,313.893621824
SEEPAGE SLICK,60,7.854918571872458,1.0664906195850001,15.503121153758888,0.0682990924084,80.3452560183,60,75.159948935548,22.72999837605,120.70629451644552,1.74104528078,538.064702516
