FNAME;VET_ID;POLY_ID;CENTR_KM_LAT;CENTR_KM_LON;AREA_KM2;PERIM_KM;COMPLEX_MEAS;SPREAD;SHP_FACT;HU_MOM1;HU_MOM2;HU_MOM3;HU_MOM4;HU_MOM5;HU_MOM6;HU_MOM7;CIRCUL;RATIO
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;0;4.663681024673986;2197.078681511931;-10246.450603356907;0.3271921913345869;0.02295498545117857;0.6359602291162304;0.03787725690567706;3.0113764643056404;7.136940312815374;12.995317133789795;12.001398795813502;24.547899834116336;15.592247703667478;-24.850493995130712;0.0018266997015788055;0.07015749782275454
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;1;1.6958972734949918;2197.2357430096845;-10246.875148714604;0.1647948399980193;0.016013552067340467;1.0599231123440231;0.03163616607948534;2.98725746731532;6.9945373583471895;12.99924174466979;12.630807113620367;25.47541116249998;16.19092211269981;-25.893334355141544;0.0012743179839883375;0.09717265460212793
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;2;5.935625927802366;2197.229686136782;-10246.538005776085;0.49678083623871383;0.041577956942682355;1.483887048517334;0.0509766839733387;3.112306120972459;7.294295155797237;13.70898937878251;13.227116229601977;26.75000351376615;16.938212039175042;27.020859918357335;0.0033086686855449427;0.08369476821505904
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;3;2.9678452989767563;2197.3311366396265;-10246.899434318086;0.24719317524506004;0.020588831199794124;1.0599282117490216;0.03587202182742329;3.0273792929145364;7.101977041924043;11.9044655622729;11.602576395270141;23.358581229125775;15.15845659523641;-24.32815214850825;0.0016384071289659368;0.08329045160483482
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;4;0.8479772954098467;2197.702116569092;-10246.525148745195;0.12479753215351169;0.01836655782638533;2.119942641061597;0.03388081852832194;3.0749387974707267;7.1813507895290245;13.73509202106755;13.488106411881944;27.122080517171575;17.15636786302775;-27.604293733114737;0.0014615642328261811;0.1471708415178666
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;5;2.119972700910467;2197.9628668942087;-10246.893148600122;0.20719758124439966;0.020250655895282067;1.5899401624321614;0.03557619981750621;3.0650906668812103;7.1664309194332985;12.542434943905283;12.316728774240856;26.31449457967893;-17.2913818869874;-24.7464693216848;0.0016114959932935862;0.09773596667325682
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;6;6.359971002738573;2198.311952566961;-10246.767815439236;0.4567981832907909;0.03280904585381239;2.4733191566370007;0.0452831686817881;3.1088498617525846;7.2712436563716825;14.732724457126615;14.00439959564743;-28.597911174053856;-17.640486635685285;28.46814669729318;0.002610860912881448;0.07182394119314314
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;7;7.631978825724758;2198.4405650758254;-10245.758482025869;0.5343993060277746;0.03741920998527498;0.9085620191724624;0.04836011397918419;3.0792488271743323;7.247299591589282;13.120961720652431;12.693857982300164;26.07756485150364;16.48177466344408;-25.62694734495222;0.002977726117875061;0.0700210676982619
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;8;3.816023513801791;2198.54656460941;-10245.57181534764;0.3296011994365212;0.02846862716570676;1.0600098705663958;0.04218162156504504;3.0655822049692594;7.193005325377576;12.740806201410713;12.487193745326433;25.64581404241202;16.400832586936964;-25.11963647823188;0.0022654613682312227;0.08637294771492363
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;9;3.816052521274444;2198.676120557974;-10245.587370886471;0.2896024657855597;0.021978101119286067;1.4133433850213937;0.0370625325626215;3.063972453823891;7.164783431440774;14.054677200763685;13.516124583987422;27.96154085841555;-17.395727544256413;27.31217498418209;0.0017489617164539476;0.07589058697987767
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;10;25.864185945468098;2198.6715645231684;-10246.594984718073;1.1584046929306329;0.051882608462256306;1.5418295571375948;0.05694438540269813;3.120691599272429;7.312702867012182;15.94716981069641;14.076563274657818;-31.101657856185366;18.39551704378179;-29.088450249701438;0.0041286867986347455;0.044787981936605575
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;11;3.816073741775515;2198.902256900419;-10246.462926603845;0.28720263512187694;0.021615241004900445;0.7950151453831927;0.03675530659382775;2.9933001996533637;7.078600159221778;11.655898036060165;11.338845942850746;22.88300689996206;14.919145771157854;-23.192497935097585;0.0017200862260262665;0.07526129067627749
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;12;15.688405911543965;2199.0311150460007;-10246.337040684095;0.6192090230193074;0.024439692365837765;1.2114615344189088;0.0390829985142499;3.059785930014846;7.163568129703237;12.601121476175274;12.337055198876218;25.086314125651477;16.384452683752823;-24.87603641696246;0.0019448489238341694;0.03946921226481501
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;13;1430.2298952403378;2199.599257390448;-10245.239901148216;26.538280084317872;0.4924245480936157;1.1610029153604868;0.17543242076609153;3.117455498892129;7.318288739609016;13.896002586372363;13.157627083500202;27.925154985576274;17.537740207217904;26.685159788517897;0.039185900464445846;0.018555254768925344
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;1;0;106.79944934466411;2189.787996943146;-10264.042766949235;2.8880890633054466;0.07810020078536356;0.9182514149059231;0.06986603287066773;3.1026299416226544;7.294846040172447;13.05016999371046;12.654053683809055;25.618143995770957;16.984415266174555;-25.703563911866556;0.006215016505730069;0.027042171856008174
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;0;0;3708.9411091771835;2199.656108872392;-10245.760103395169;18.72857659321533;0.09457135362436316;0.7131358369170737;0.07688113943954458;3.0535362654718368;7.220851525605072;13.664686101117145;12.009079651488946;24.98383172512334;15.780347687158766;-25.009905556488498;0.0075257492021045145;0.005049575078686057
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;0;1;2.5443666309381903;2201.233457942627;-10261.763048731364;0.20481232696473559;0.016486652814355664;0.7067631948940655;0.032100090356527486;2.9335915884613124;6.996846794216572;13.212939864852347;12.364999289824176;25.237431564238356;15.96903462686321;-25.401996153043015;0.0013119661452223059;0.08049638934669358
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;0;2;6.784963212995927;2201.2612869059712;-10262.06429881436;0.4120303126849269;0.02502135578952925;1.060151005886684;0.03954535038213189;3.0523209817399386;7.1561570728652555;12.846194156355239;12.777485604096668;-25.620174550042066;-16.3971053841488;-26.028323590397395;0.001991136228382297;0.060726978135374934
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;0;3;0.8481232723151866;2201.297066956854;-10261.923048814553;0.12481223288235688;0.018367723166651213;2.1202955481685883;0.03388189336379685;3.0749748853288885;7.181496969736032;13.775214129299203;13.507489644945808;27.162775536500455;17.156672763269558;-27.752110466059943;0.0014616569676580307;0.14716284407766272
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;0;4;1.2722096689807167;2201.427819115493;-10261.896382170467;0.16481455195438463;0.021351697914454605;1.0601838694275272;0.03653055049754127;3.035039347416806;7.10576992397714;12.46342126041916;11.917795617799866;25.46155270089258;16.140797769290675;-24.108831506009032;0.0016991141332451814;0.12954983441246176
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;0;5;7.633154406723867;2201.375989392216;-10261.65749313003;0.45443877608618155;0.02705494874160973;1.2721879648113392;0.04112097149084161;3.073614812165701;7.2065191960965524;12.827136328581217;12.51602203396224;25.86329438137398;16.555549967648936;-25.197491778055216;0.002152964413662521;0.059534859623156196
