CLASSE,COMPLEX_MEAS,SPREAD,SHP_FACT,HU_MOM1,HU_MOM2,HU_MOM3,HU_MOM4,HU_MOM5,HU_MOM6,HU_MOM7,CIRCULARITY,PERI_AREA_RATIO,FG_STD,FG_VAR,FG_MIN,FG_MAX,FG_MEAN,FG_MEDIAN,FG_VAR_COEF,BG_STD,BG_VAR,BG_MIN,BG_MAX,BG_MEAN,BG_MEDIAN,BG_VAR_COEF,FG_DARK_INTENS,FG_BG_KS_STAT,FG_BG_MW_STAT,FG_BG_RAT_ARI,FG_BG_RAT_QUA
OIL SPILL,-0.7071067811865476,0.7071067811865475,-0.7071067811865477,-0.7071067811865475,-0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475,0.7071067811865475,0.7071067811865475,0.7071067811865499,0.7071067811865476,0.7071067811865487,-0.707106781186547,-0.7071067811865493,-0.7071067811865476,0.7071067811865426,0.7071067811865475,-0.7071067811865464,0.7071067811865466,-0.7071067811865475,-0.7071067811865475,-0.7071067811865476,0.7071067811865475,-0.7071067811865475,-0.7071067811865476,-0.7071067811865476,0.7071067811865475,0.7071067811865475
SEEPAGE SLICK,0.7071067811865475,-0.7071067811865475,0.7071067811865476,0.7071067811865475,0.7071067811865476,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865475,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.707106781186545,-0.7071067811865476,-0.7071067811865464,0.7071067811865479,0.7071067811865457,0.7071067811865476,-0.7071067811865526,-0.7071067811865475,0.7071067811865487,-0.7071067811865485,0.7071067811865475,0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865475,0.7071067811865476,0.7071067811865476,-0.7071067811865475,-0.7071067811865475
