CLASSE,COMPLEX_MEAS,SPREAD,SHP_FACT,HU_MOM1,HU_MOM2,HU_MOM3,HU_MOM4,HU_MOM5,HU_MOM6,HU_MOM7,CIRCULARITY,PERI_AREA_RATIO,FG_STD,FG_VAR,FG_MEAN,FG_MEDIAN,FG_VAR_COEF,BG_STD,BG_VAR,BG_MEAN,BG_MEDIAN,BG_VAR_COEF,FG_DARK_INTENS,FG_BG_KS_STAT,FG_BG_MW_STAT,FG_BG_RAT_ARI,FG_BG_RAT_QUA,SUBCLASSE
OIL SPILL,300.8460679179903,1.0882091522426216,23.940569409454113,3.132181520225498,7.367782873210884,14.364092405240644,13.734160583525984,6.6938141758916565,3.3855527828152923,1.0036419947171642,0.10062843248587806,30.79276575315555,6.738169638405361,52.002936860627905,23.712500633470952,23.578796561604584,0.2971580963377233,19.247220383702874,475.3013266567407,54.17835883544329,51.1432664756447,0.36155080085314373,30.465858201972345,0.8609209505337693,509554697.3581662,2.418586781464712,1.562503277648055,
SEEPAGE SLICK,885.2428684822293,0.8635034446892818,70.44538917789768,3.139029446432238,7.383209462259169,14.206294110994149,13.711207747609189,-5.578780877511833,1.0962671693760484,-5.625675440838634,0.045500687458411467,20.35794433281869,11.31263488960095,179.36596603740523,36.82625660643276,36.6,0.3436204706514746,26.27833698576404,835.8547999128899,83.32344713729108,80.33333333333333,0.3568570860181365,46.49719053085831,0.8514067529428062,19923556128.783333,2.5790735311239086,1.5173962193939199,
