CLASSE,COMPLEX_MEAS,SPREAD,SHP_FACT,HU_MOM1,HU_MOM2,HU_MOM3,HU_MOM4,HU_MOM5,HU_MOM6,HU_MOM7,CIRCULARITY,PERI_AREA_RATIO,FG_STD,FG_VAR,FG_MEAN,FG_MEDIAN,FG_VAR_COEF,BG_STD,BG_VAR,BG_MEAN,BG_MEDIAN,BG_VAR_COEF,FG_DARK_INTENS,FG_BG_KS_STAT,FG_BG_MW_STAT,FG_BG_RAT_ARI,FG_BG_RAT_QUA,SUBCLASSE
OIL SPILL,-0.7071067811865476,0.7071067811865476,-0.7071067811865475,-0.7071067811865475,-0.7071067811865068,0.7071067811865555,0.7071067811866023,0.7071067811865476,0.7071067811865475,0.7071067811865475,0.7071067811865475,0.7071067811865476,-0.7071067811865474,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476,-0.7071067811865476,-0.7071067811865472,-0.7071067811865472,-0.7071067811865472,-0.7071067811865474,0.7071067811865476,-0.7071067811865476,0.7071067811865558,-0.7071067811865476,-0.7071067811865475,0.7071067811865475,0.0
SEEPAGE SLICK,0.7071067811865475,-0.7071067811865476,0.7071067811865475,0.7071067811865475,0.7071067811865882,-0.7071067811865396,-0.7071067811864928,-0.7071067811865476,-0.7071067811865475,-0.7071067811865474,-0.7071067811865477,-0.7071067811865476,0.7071067811865477,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865476,0.7071067811865479,0.7071067811865478,0.7071067811865479,0.7071067811865478,-0.7071067811865476,0.7071067811865476,-0.7071067811865392,0.7071067811865476,0.7071067811865475,-0.7071067811865475,0.0
